model,learning_rate,epochs,hidden_dim,num_layers,dropout,train_loss,val_loss
graph_sage,0.001,100,32,4,0.5,0.00866498893333806,0.0078072106601780435
graph_sage,0.001,200,4,2,0.0,0.005911784826053514,0.006127140777938944
graph_sage,0.001,200,4,2,0.1,0.00865252891348468,0.0077259604969219355
graph_sage,0.001,200,4,2,0.2,0.008483566467960675,0.007734036365045061
graph_sage,0.001,200,4,2,0.5,0.0125378067087796,0.009801078054917412
graph_sage,0.001,200,4,3,0.0,0.017257353208131262,0.018364648983457955
graph_sage,0.001,200,4,3,0.1,0.008804038451570604,0.007871245293953777
graph_sage,0.001,200,4,3,0.2,0.017135298396978114,0.018051514576438166
graph_sage,0.001,200,4,3,0.5,0.012640382680628035,0.010859769031532717
graph_sage,0.001,200,4,4,0.0,0.005986133507556385,0.006751708843473403
graph_sage,0.001,200,4,4,0.1,0.010080245727052291,0.007974118109166461
graph_sage,0.001,200,4,4,0.2,0.008895071181986068,0.007391028599079341
graph_sage,0.001,200,4,4,0.5,0.011639619287517335,0.009578312920790833
graph_sage,0.001,200,8,2,0.0,0.005554797800464762,0.00642886240231022
graph_sage,0.001,200,8,2,0.1,0.007677217407359017,0.007062606312161801
graph_sage,0.001,200,8,2,0.2,0.007888269662443135,0.007233015362233442
graph_sage,0.001,200,8,2,0.5,0.010446677170693874,0.008384528477816122
graph_sage,0.001,200,8,3,0.0,0.005036370761485563,0.006289321934645042
graph_sage,0.001,200,8,3,0.1,0.007315250310218997,0.006766543083512588
graph_sage,0.001,200,8,3,0.2,0.007126655564126041,0.0064213889315564154
graph_sage,0.001,200,8,3,0.5,0.01107028824173742,0.008307462888447326
graph_sage,0.001,200,8,4,0.0,0.004734142207437091,0.006150508697557999
graph_sage,0.001,200,8,4,0.1,0.008246641005906793,0.0071681131282376855
graph_sage,0.001,200,8,4,0.2,0.016993387126260334,0.017381401960926014
graph_sage,0.001,200,8,4,0.5,0.009589178549746672,0.008049259347707416
graph_sage,0.001,200,16,2,0.0,0.005164200160652399,0.0058652563317553195
graph_sage,0.001,200,16,2,0.1,0.006063343170616362,0.0064112312313590715
graph_sage,0.001,200,16,2,0.2,0.006835211130479971,0.006749083455919269
graph_sage,0.001,200,16,2,0.5,0.007986366396976842,0.0069457145576402365
graph_sage,0.001,200,16,3,0.0,0.004977595030019681,0.006224016613913741
graph_sage,0.001,200,16,3,0.1,0.006491879932582378,0.006600375245733758
graph_sage,0.001,200,16,3,0.2,0.006613906917886602,0.007021119468628201
graph_sage,0.001,200,16,3,0.5,0.008600056823343038,0.00754432947642174
graph_sage,0.001,200,16,4,0.0,0.00458890243122975,0.006010691840753535
graph_sage,0.001,200,16,4,0.1,0.005667999241915014,0.005784603221644868
graph_sage,0.001,200,16,4,0.2,0.006888876958853669,0.006007024925080651
graph_sage,0.001,200,16,4,0.5,0.008311813428170152,0.007714824853279012
graph_sage,0.001,200,32,2,0.0,0.0043842938728630544,0.0062264569301306635
graph_sage,0.001,200,32,2,0.1,0.004966421611607074,0.005958045618418328
graph_sage,0.001,200,32,2,0.2,0.005444772645003266,0.005666365336058377
graph_sage,0.001,200,32,2,0.5,0.006577062296370665,0.006408740474364927
graph_sage,0.001,200,32,3,0.0,0.004392071844389041,0.005954401857154146
graph_sage,0.001,200,32,3,0.1,0.00550362940153314,0.006193838053305622
graph_sage,0.001,200,32,3,0.2,0.005272087268531322,0.005588413411695825
graph_sage,0.001,200,32,3,0.5,0.0069846525891787475,0.0061423019031268565
graph_sage,0.001,200,32,4,0.0,0.004366251971158717,0.005650047542879055
graph_sage,0.001,200,32,4,0.1,0.005415327950484223,0.006530172924611844
graph_sage,0.001,200,32,4,0.2,0.0054004895604319045,0.005689751201790228
graph_sage,0.001,200,32,4,0.5,0.006566082960408595,0.006444400662684924
graph_sage,0.001,300,4,2,0.0,0.0058097303948468635,0.006213640146990773
graph_sage,0.001,300,4,2,0.1,0.007510013034981158,0.007478647031739794
graph_sage,0.001,300,4,2,0.2,0.009097940454052555,0.008183108791212045
graph_sage,0.001,300,4,2,0.5,0.013629232077962822,0.010993921981762522
graph_sage,0.001,300,4,3,0.0,0.005360897589060995,0.005778121771699696
graph_sage,0.001,300,4,3,0.1,0.016992078142033684,0.01737575471005002
